Auto-generated text file from Localization Framework 7.7.9.36 Version=trunk Locale=en DO NOT EDIT BY HAND!;
NULL;Null
advancedSelection;Advanced Selection
buttonOK;OK
buttonReset;Reset
clearLines;Clear
moreLines;More Lines
operator;Operator
title;Select Options
value1;Value
value2; Value to
=;Equal
>;More
>=;More or Equal
>>;Between
~;Like
<;Less
<=;Less or Equal
!=;Not Equal
!>>;Not Between
!~;Not Like
NOT NULL;Not Null
