Auto-generated text file from Localization Framework 7.7.9.36 Version=trunk Locale=de DO NOT EDIT BY HAND!;
btnCancel;Abbrechen
colId;Wert
colName;Beschreibung
examples;Beispiele *blau*, *blau, b*u  
firstChars;Suchstring
msg.inputChars;Bitte zuerst einen Suchstring eingeben
msg.noMatch;Keine Treffer für '&1'
search;Suche
title;Auswahl
