StyleSheetCreatorConfigAdapter.msg2;Bitte verwenden Sie "/" an Stelle von "\\" in Verzeichnisnamen. Bitte korrigieren.
StyleSheetCreatorConfigAdapter.msg3;Der Beginn mit ".." ist unzulässig. Bitte beginnen Sie mit etwas anderem als "..".
StyleSheetCreatorConfigAdapter.msg4;Das erste Zeichen "/" ist ungültig. Bitte beginnen Sie mit etwas anderem als "/".
StyleSheetCreatorConfigAdapter.msg5;Ihre Eingabe ist ungültig. Das Stylesheetverzeichnis muss sich auf der zweiten Unterebene des Kontext-Wurzelverzeichnis befinden. Bitte korrigieren
StyleSheetCreatorConfigAdapter.msg6;Das Verzeichnis existiert nicht. Bitte korrigieren
StyleSheetCreatorConfigAdapter.msg7;Bitte verwenden Sie "/" anstelle von "\\" in Verzeichnisnamen. Bitte korrigieren.
ValidationRulesEditorAdapter.msg1;Bitte wählen Sie die zu verändernde Regel.
ValidationRulesEditorAdapter.msg2;Bitte wählen Sie die zu entfernende Regel.
ValidationRulesEditorAdapter.msg3;Bitte wählen Sie die Verknüpfungsbedingen der Regeln.
ValidationRulesEditorAdapter.msg4;Bitte selektieren Sie die zu löschenden Zeilen.
ValidationRulesEditorAdapter.msg5;Bitte wählen Sie das Validierungsfeld.
ValidationRulesEditorAdapter.msg6;Bitte geben Sie die Bedingung ein.
ValidationRulesEditorAdapter.msg7;Bitte geben Sie den rechten Operanden ein.
ValidationRulesEditorAdapter.msg8;Bitte geben Sie die Nachricht oder die Text Id der Nachricht an.
ValidationRulesEditorAdapter.msg9;Bitte geben Sie die Übersetzungsreferenz an.
ViewEditorConfig5Adapter.msg1;Das Verzeichnis &1 existiert nicht. Bitte korrigieren.
ViewEditorConfig5Adapter.msg3;Konnte Klasse &1 ... &2 nicht laden.
ViewEditorConfig5Adapter.msg4;Die Klasse &1 implementiert das Interface IEditorValidValuesProvider... &2 nicht.
ViewEditorConfigAdapter.msg1;Das Verzeichnis &1 existiert nicht Bitte korrigieren.
WSDLDataAdapter.msg1;Control ändern.
XMLSchemaDataAdapter.msg1;Control ändern.
FormulaPageAdapter.msg2;In der Formel ist nichts rückgängig zu machen.
FormulaPageAdapter.msg3;In der Formel ist nichts zu wiederholen.
NewFileModel6.msg6;Bitte geben Sie einen Dateinamen ein.
NewFileModel5.msg6;Bitte geben Sie einen Dateinamen ein.
