Auto-generated text file from Localization Framework 7.7.9.36 Version=trunk Locale=ja DO NOT EDIT BY HAND!;
popupCloseAllWindows;保存されていないデータは失われます。 すべてのウィンドウを閉じますか。
closePage;ページを閉じる
Adapter.msg1;この機能はエディタのワークプレースでは利用できません。
